/home/ouyangzl/.local/lib/python3.12/site-packages/torch/nn/modules/loss.py:610: UserWarning: Using a target size (torch.Size([1, 10, 16])) that is different to the input size (torch.Size([10, 16])). This will likely lead to incorrect results due to broadcasting. Please ensure they have the same size.
  return F.mse_loss(input, target, reduction=self.reduction)
Step 107: Loss = 0.014657290652394295
Step 108: Loss = 0.014406359754502773
Step 109: Loss = 0.01416757982224226
Step 110: Loss = 0.013936907052993774
Step 111: Loss = 0.013716216199100018
Step 112: Loss = 0.013509834185242653
Step 113: Loss = 0.013318605720996857
Step 114: Loss = 0.01313761156052351
Step 115: Loss = 0.012959450483322144
Step 116: Loss = 0.01277958508580923
Step 117: Loss = 0.012598714791238308
Step 118: Loss = 0.012420587241649628
Step 119: Loss = 0.012247944250702858
Step 120: Loss = 0.012080452404916286
Step 121: Loss = 0.011916025541722775
Step 122: Loss = 0.011753572151064873
Step 123: Loss = 0.011594340205192566
Step 124: Loss = 0.011440751142799854
Step 125: Loss = 0.011294111609458923
Step 126: Loss = 0.011153507977724075
Step 127: Loss = 0.011016658507287502
Step 128: Loss = 0.01088173221796751
Step 129: Loss = 0.010748445056378841
Step 130: Loss = 0.010617661289870739
Step 131: Loss = 0.010490167886018753
Step 132: Loss = 0.010365876369178295
Step 133: Loss = 0.010244004428386688
Step 134: Loss = 0.010123880580067635
Step 135: Loss = 0.010005456395447254
Step 136: Loss = 0.009889202192425728
Step 137: Loss = 0.009775570593774319
Step 138: Loss = 0.009664616547524929
Step 139: Loss = 0.009556079283356667
Step 140: Loss = 0.009449709206819534
Step 141: Loss = 0.009345454163849354
Step 142: Loss = 0.009243379347026348
Step 143: Loss = 0.009143437258899212
Step 144: Loss = 0.009045377373695374
Step 145: Loss = 0.008948901668190956
Step 146: Loss = 0.008853859268128872
Step 147: Loss = 0.008760345168411732
Step 148: Loss = 0.008668563328683376
Step 149: Loss = 0.008578595705330372
Step 150: Loss = 0.008490343578159809
Step 151: Loss = 0.008403572253882885
Step 152: Loss = 0.008318109437823296
Step 153: Loss = 0.008233921602368355
Step 154: Loss = 0.008151094429194927
Step 155: Loss = 0.008069711737334728
Step 156: Loss = 0.007989777252078056
Step 157: Loss = 0.007911205291748047
Step 158: Loss = 0.007833902724087238
Step 159: Loss = 0.007757796440273523
Step 160: Loss = 0.007682867348194122
Step 161: Loss = 0.007609107531607151
Step 162: Loss = 0.00753650302067399
Step 163: Loss = 0.007465037051588297
Step 164: Loss = 0.0073947058990597725
Step 165: Loss = 0.007325513754040003
Step 166: Loss = 0.007257482502609491
Step 167: Loss = 0.007190603297203779
Step 168: Loss = 0.007124856114387512
Step 169: Loss = 0.007060201372951269
Step 170: Loss = 0.006996606942266226
Step 171: Loss = 0.006934045348316431
Step 172: Loss = 0.0068725175224244595
Step 173: Loss = 0.006812009494751692
Step 174: Loss = 0.006752503104507923
Step 175: Loss = 0.006693975068628788
Step 176: Loss = 0.006636413279920816
Step 177: Loss = 0.006579807493835688
Step 178: Loss = 0.006524150259792805
Step 179: Loss = 0.006469429936259985
Step 180: Loss = 0.006415629293769598
Step 181: Loss = 0.006362737622112036
Step 182: Loss = 0.006310727447271347
Step 183: Loss = 0.006259594112634659
Step 184: Loss = 0.006209321320056915
Step 185: Loss = 0.006159900687634945
Step 186: Loss = 0.006111309863626957
Step 187: Loss = 0.006063529290258884
Step 188: Loss = 0.0060165440663695335
Step 189: Loss = 0.00597033929079771
Step 190: Loss = 0.005924902390688658
Step 191: Loss = 0.005880225915461779
Step 192: Loss = 0.005836285185068846
Step 193: Loss = 0.0057930732145905495
Step 194: Loss = 0.0057505653239786625
Step 195: Loss = 0.005708759184926748
Step 196: Loss = 0.005667633842676878
Step 197: Loss = 0.005627177190035582
Step 198: Loss = 0.005587376654148102
Step 199: Loss = 0.005548221990466118
Step 200: Loss = 0.005509693641215563
Step 201: Loss = 0.005471785552799702
Step 202: Loss = 0.005434480495750904
Step 203: Loss = 0.0053977700881659985
Step 204: Loss = 0.005361637566238642
Step 205: Loss = 0.005326076410710812
Step 206: Loss = 0.0052910721860826015
Step 207: Loss = 0.005256615579128265
Step 208: Loss = 0.005222694016993046
Step 209: Loss = 0.005189299583435059
Step 210: Loss = 0.005156420636922121
Step 211: Loss = 0.005124044604599476
Step 212: Loss = 0.005092162638902664
Step 213: Loss = 0.005060764495283365
Step 214: Loss = 0.005029843654483557
Step 215: Loss = 0.004999385681003332
Step 216: Loss = 0.004969385918229818
Step 217: Loss = 0.004939834121614695
Step 218: Loss = 0.00491072004660964
Step 219: Loss = 0.004882037173956633
Step 220: Loss = 0.004853772930800915
Step 221: Loss = 0.004825923591852188
Step 222: Loss = 0.004798478912562132
Step 223: Loss = 0.004771430045366287
Step 224: Loss = 0.00474477419629693
Step 225: Loss = 0.004718499723821878
Step 226: Loss = 0.004692598711699247
Step 227: Loss = 0.004667067900300026
Step 228: Loss = 0.004641896113753319
Step 229: Loss = 0.004617075901478529
Step 230: Loss = 0.004592604469507933
Step 231: Loss = 0.004568473435938358
Step 232: Loss = 0.004544675350189209
Step 233: Loss = 0.004521203693002462
Step 234: Loss = 0.0044980538077652454
Step 235: Loss = 0.004475219640880823
Step 236: Loss = 0.004452694207429886
Step 237: Loss = 0.004430470988154411
Step 238: Loss = 0.004408545326441526
Step 239: Loss = 0.004386913031339645
Step 240: Loss = 0.004365567583590746
Step 241: Loss = 0.004344501998275518
Step 242: Loss = 0.0043237111531198025
Step 243: Loss = 0.004303192254155874
Step 244: Loss = 0.004282937850803137
Step 245: Loss = 0.004262943286448717
Step 246: Loss = 0.004243206232786179
Step 247: Loss = 0.004223717842251062
Step 248: Loss = 0.004204477649182081
Step 249: Loss = 0.004185476806014776
Step 250: Loss = 0.004166714381426573
Step 251: Loss = 0.004148182924836874
Step 252: Loss = 0.00412988243624568
Step 253: Loss = 0.004111803136765957
Step 254: Loss = 0.004093945492058992
Step 255: Loss = 0.0040763020515441895
Step 256: Loss = 0.0040588704869151115
Step 257: Loss = 0.004041646141558886
Step 258: Loss = 0.004024627152830362
Step 259: Loss = 0.004007808398455381
Step 260: Loss = 0.003991184290498495
Step 261: Loss = 0.003974753897637129
Step 262: Loss = 0.003958511631935835
Step 263: Loss = 0.003942454233765602
Step 264: Loss = 0.003926582168787718
Step 265: Loss = 0.0039108856581151485
Step 266: Loss = 0.0038953644689172506
Step 267: Loss = 0.0038800195325165987
Step 268: Loss = 0.0038648389745503664
Step 269: Loss = 0.003849826753139496
Step 270: Loss = 0.0038349763490259647
Step 271: Loss = 0.003820285899564624
Step 272: Loss = 0.003805752145126462
Step 273: Loss = 0.0037913736887276173
Step 274: Loss = 0.003777144243940711
Step 275: Loss = 0.003763064742088318
[34m[1mwandb[0m: [33mWARNING[0m Tried to log to step 1 that is less than the current step 2. Steps must be monotonically increasing, so this data will be ignored. See https://wandb.me/define-metric to log data out of order.
[34m[1mwandb[0m: [33mWARNING[0m Tried to log to step 2 that is less than the current step 3. Steps must be monotonically increasing, so this data will be ignored. See https://wandb.me/define-metric to log data out of order.
[34m[1mwandb[0m: [33mWARNING[0m Tried to log to step 3 that is less than the current step 4. Steps must be monotonically increasing, so this data will be ignored. See https://wandb.me/define-metric to log data out of order.
[34m[1mwandb[0m: [33mWARNING[0m Tried to log to step 4 that is less than the current step 5. Steps must be monotonically increasing, so this data will be ignored. See https://wandb.me/define-metric to log data out of order.
[34m[1mwandb[0m: [33mWARNING[0m Tried to log to step 5 that is less than the current step 6. Steps must be monotonically increasing, so this data will be ignored. See https://wandb.me/define-metric to log data out of order.
[34m[1mwandb[0m: [33mWARNING[0m Tried to log to step 6 that is less than the current step 7. Steps must be monotonically increasing, so this data will be ignored. See https://wandb.me/define-metric to log data out of order.
[34m[1mwandb[0m: [33mWARNING[0m Tried to log to step 7 that is less than the current step 8. Steps must be monotonically increasing, so this data will be ignored. See https://wandb.me/define-metric to log data out of order.
[34m[1mwandb[0m: [33mWARNING[0m Tried to log to step 8 that is less than the current step 9. Steps must be monotonically increasing, so this data will be ignored. See https://wandb.me/define-metric to log data out of order.
[34m[1mwandb[0m: [33mWARNING[0m Tried to log to step 9 that is less than the current step 10. Steps must be monotonically increasing, so this data will be ignored. See https://wandb.me/define-metric to log data out of order.
[34m[1mwandb[0m: [33mWARNING[0m Tried to log to step 10 that is less than the current step 11. Steps must be monotonically increasing, so this data will be ignored. See https://wandb.me/define-metric to log data out of order.
[34m[1mwandb[0m: [33mWARNING[0m Tried to log to step 15 that is less than the current step 16. Steps must be monotonically increasing, so this data will be ignored. See https://wandb.me/define-metric to log data out of order.
[34m[1mwandb[0m: [33mWARNING[0m Tried to log to step 20 that is less than the current step 21. Steps must be monotonically increasing, so this data will be ignored. See https://wandb.me/define-metric to log data out of order.
[34m[1mwandb[0m: [33mWARNING[0m Tried to log to step 25 that is less than the current step 26. Steps must be monotonically increasing, so this data will be ignored. See https://wandb.me/define-metric to log data out of order.
[34m[1mwandb[0m: [33mWARNING[0m Tried to log to step 30 that is less than the current step 31. Steps must be monotonically increasing, so this data will be ignored. See https://wandb.me/define-metric to log data out of order.
[34m[1mwandb[0m: [33mWARNING[0m Tried to log to step 35 that is less than the current step 36. Steps must be monotonically increasing, so this data will be ignored. See https://wandb.me/define-metric to log data out of order.
[34m[1mwandb[0m: [33mWARNING[0m Tried to log to step 40 that is less than the current step 41. Steps must be monotonically increasing, so this data will be ignored. See https://wandb.me/define-metric to log data out of order.
[34m[1mwandb[0m: [33mWARNING[0m Tried to log to step 45 that is less than the current step 46. Steps must be monotonically increasing, so this data will be ignored. See https://wandb.me/define-metric to log data out of order.
[34m[1mwandb[0m: [33mWARNING[0m Tried to log to step 50 that is less than the current step 51. Steps must be monotonically increasing, so this data will be ignored. See https://wandb.me/define-metric to log data out of order.
[34m[1mwandb[0m: [33mWARNING[0m Tried to log to step 60 that is less than the current step 61. Steps must be monotonically increasing, so this data will be ignored. See https://wandb.me/define-metric to log data out of order.
[34m[1mwandb[0m: [33mWARNING[0m Tried to log to step 70 that is less than the current step 71. Steps must be monotonically increasing, so this data will be ignored. See https://wandb.me/define-metric to log data out of order.
[34m[1mwandb[0m: [33mWARNING[0m Tried to log to step 80 that is less than the current step 81. Steps must be monotonically increasing, so this data will be ignored. See https://wandb.me/define-metric to log data out of order.
[34m[1mwandb[0m: [33mWARNING[0m Tried to log to step 90 that is less than the current step 91. Steps must be monotonically increasing, so this data will be ignored. See https://wandb.me/define-metric to log data out of order.
[34m[1mwandb[0m: [33mWARNING[0m Tried to log to step 100 that is less than the current step 101. Steps must be monotonically increasing, so this data will be ignored. See https://wandb.me/define-metric to log data out of order.
[34m[1mwandb[0m: [33mWARNING[0m Tried to log to step 120 that is less than the current step 121. Steps must be monotonically increasing, so this data will be ignored. See https://wandb.me/define-metric to log data out of order.
[34m[1mwandb[0m: [33mWARNING[0m Tried to log to step 140 that is less than the current step 141. Steps must be monotonically increasing, so this data will be ignored. See https://wandb.me/define-metric to log data out of order.
[34m[1mwandb[0m: [33mWARNING[0m Tried to log to step 160 that is less than the current step 161. Steps must be monotonically increasing, so this data will be ignored. See https://wandb.me/define-metric to log data out of order.
[34m[1mwandb[0m: [33mWARNING[0m Tried to log to step 180 that is less than the current step 181. Steps must be monotonically increasing, so this data will be ignored. See https://wandb.me/define-metric to log data out of order.
[34m[1mwandb[0m: [33mWARNING[0m Tried to log to step 200 that is less than the current step 201. Steps must be monotonically increasing, so this data will be ignored. See https://wandb.me/define-metric to log data out of order.
[34m[1mwandb[0m: [33mWARNING[0m Tried to log to step 225 that is less than the current step 226. Steps must be monotonically increasing, so this data will be ignored. See https://wandb.me/define-metric to log data out of order.
[34m[1mwandb[0m: [33mWARNING[0m Tried to log to step 250 that is less than the current step 251. Steps must be monotonically increasing, so this data will be ignored. See https://wandb.me/define-metric to log data out of order.
Step 276: Loss = 0.0037491300608962774
Step 277: Loss = 0.003735337406396866
Step 278: Loss = 0.0037216865457594395
Step 279: Loss = 0.0037081732880324125
Step 280: Loss = 0.003694793675094843
Step 281: Loss = 0.0036815484054386616
Step 282: Loss = 0.0036684328224509954
Step 283: Loss = 0.0036554441321641207
Step 284: Loss = 0.0036425830330699682
Step 285: Loss = 0.0036298446357250214
Step 286: Loss = 0.003617224982008338
Step 287: Loss = 0.003604727331548929
Step 288: Loss = 0.003592343768104911
Step 289: Loss = 0.0035800763871520758
Step 290: Loss = 0.003567920997738838
Step 291: Loss = 0.0035558752715587616
Step 292: Loss = 0.003543939208611846
Step 293: Loss = 0.0035321086179465055
Step 294: Loss = 0.003520384430885315
Step 295: Loss = 0.003508760826662183
Step 296: Loss = 0.003497238038107753
Step 297: Loss = 0.003485816065222025
Step 298: Loss = 0.003474489552900195
Step 299: Loss = 0.003463259432464838
Step 300: Loss = 0.003452121978625655
Step 301: Loss = 0.003441078355535865
Step 302: Loss = 0.0034301248379051685
Step 303: Loss = 0.003419258398935199
Step 304: Loss = 0.0034084815997630358
Step 305: Loss = 0.0033977904822677374
Step 306: Loss = 0.003387182718142867
Step 307: Loss = 0.003376658773049712
Step 308: Loss = 0.003366213757544756
Step 309: Loss = 0.003355851164087653
Step 310: Loss = 0.0033455658704042435
Step 311: Loss = 0.003335357178002596
Step 312: Loss = 0.003325224621221423
Step 313: Loss = 0.0033151679672300816
Step 314: Loss = 0.0033051837235689163
Step 315: Loss = 0.0032952704932540655
Step 316: Loss = 0.003285427810624242
Step 317: Loss = 0.003275655908510089
Step 318: Loss = 0.0032659515272825956
Step 319: Loss = 0.0032563135027885437
Step 320: Loss = 0.003246742533519864
Step 321: Loss = 0.0032372362911701202
Step 322: Loss = 0.0032277931459248066
Step 323: Loss = 0.003218413097783923
Step 324: Loss = 0.003209094749763608
Step 325: Loss = 0.003199836704879999
Step 326: Loss = 0.00319063663482666
Step 327: Loss = 0.003181497333571315
Step 328: Loss = 0.00317241414450109
Step 329: Loss = 0.0031633866019546986
Step 330: Loss = 0.0031544161029160023
Step 331: Loss = 0.003145500784739852
Step 332: Loss = 0.0031366378534585238
Step 333: Loss = 0.0031278287060558796
Step 334: Loss = 0.0031190705485641956
Step 335: Loss = 0.00311036454513669
Step 336: Loss = 0.003101708833128214
Step 337: Loss = 0.0030931015498936176
Step 338: Loss = 0.0030845433939248323
Step 339: Loss = 0.003076032502576709
Step 340: Loss = 0.003067569574341178
Step 341: Loss = 0.0030591520480811596
Step 342: Loss = 0.00305077969096601
Step 343: Loss = 0.003042452735826373
Step 344: Loss = 0.0030341704841703176
Step 345: Loss = 0.0030259317718446255
Step 346: Loss = 0.003017733572050929
Step 347: Loss = 0.003009578911587596
Step 348: Loss = 0.0030014649964869022
Step 349: Loss = 0.002993391826748848
Step 350: Loss = 0.0029853577725589275
Step 351: Loss = 0.00297736469656229
Step 352: Loss = 0.0029694109689444304
Step 353: Loss = 0.0029614928644150496
Step 354: Loss = 0.0029536138754338026
Step 355: Loss = 0.0029457712080329657
Step 356: Loss = 0.0029379650950431824
Step 357: Loss = 0.0029301950708031654
Step 358: Loss = 0.0029224592726677656
Step 359: Loss = 0.0029147586319595575
Step 360: Loss = 0.0029070917516946793
Step 361: Loss = 0.002899459097534418
Step 362: Loss = 0.0028918583411723375
Step 363: Loss = 0.002884291810914874
Step 364: Loss = 0.0028767569456249475
Step 365: Loss = 0.0028692528139799833
Step 366: Loss = 0.0028617808129638433
Step 367: Loss = 0.0028543388471007347
Step 368: Loss = 0.002846927149221301
Step 369: Loss = 0.0028395438566803932
Step 370: Loss = 0.002832191763445735
Step 371: Loss = 0.002824867609888315
Step 372: Loss = 0.002817571861669421
Step 373: Loss = 0.002810303820297122
Step 374: Loss = 0.0028030637186020613
Step 375: Loss = 0.002795850858092308
Step 376: Loss = 0.0027886636089533567
Step 377: Loss = 0.0027815033681690693
Step 378: Loss = 0.002774370601400733
Step 379: Loss = 0.0027672608848661184
Step 380: Loss = 0.0027601784095168114
Step 381: Loss = 0.0027531199157238007
Step 382: Loss = 0.0027460854034870863
Step 383: Loss = 0.0027390755712985992
Step 384: Loss = 0.0027320897206664085
Step 385: Loss = 0.0027251269202679396
Step 386: Loss = 0.0027181871701031923
Step 387: Loss = 0.0027112700045108795
Step 388: Loss = 0.0027043751906603575
Step 389: Loss = 0.00269750296138227
Step 390: Loss = 0.002690651686862111
Step 391: Loss = 0.0026838225312530994
Step 392: Loss = 0.002677014796063304
Step 393: Loss = 0.0026702273171395063
Step 394: Loss = 0.0026634614914655685
Step 395: Loss = 0.002656714990735054
Step 396: Loss = 0.0026499892119318247
Step 397: Loss = 0.0026432841550558805
Step 398: Loss = 0.0026365965604782104
Step 399: Loss = 0.002629930153489113
Step 400: Loss = 0.0026232805103063583
Step 401: Loss = 0.002616652986034751
Step 402: Loss = 0.0026100403629243374
Step 403: Loss = 0.002603447763249278
Step 404: Loss = 0.002596872625872493
Step 405: Loss = 0.002590315183624625
Step 406: Loss = 0.0025837761349976063
Step 407: Loss = 0.0025772536173462868
Step 408: Loss = 0.0025707490276545286
Step 409: Loss = 0.0025642605032771826
Step 410: Loss = 0.002557788509875536
Step 411: Loss = 0.002551332814618945
Step 412: Loss = 0.002544894814491272
Step 413: Loss = 0.0025384712498635054
Step 414: Loss = 0.0025320646818727255
Step 415: Loss = 0.002525672083720565
Step 416: Loss = 0.0025192953180521727
Step 417: Loss = 0.0025129353161901236
Step 418: Loss = 0.0025065906811505556
Step 419: Loss = 0.0025002590846270323
Step 420: Loss = 0.0024939430877566338
Step 421: Loss = 0.002487641293555498
Step 422: Loss = 0.0024813550990074873
Step 423: Loss = 0.0024750824086368084
Step 424: Loss = 0.002468822291120887
Step 425: Loss = 0.0024625775404274464
Step 426: Loss = 0.002456346293911338
Step 427: Loss = 0.0024501283187419176
Step 428: Loss = 0.0024439243134111166
Step 429: Loss = 0.00243773334659636
Step 430: Loss = 0.002431554486975074
Step 431: Loss = 0.002425390761345625
Step 432: Loss = 0.0024192375130951405
Step 433: Loss = 0.002413098933175206
Step 434: Loss = 0.0024069726932793856
Step 435: Loss = 0.0024008580949157476
Step 436: Loss = 0.002394756069406867
Step 437: Loss = 0.002388667082414031
Step 438: Loss = 0.002382588805630803
Step 439: Loss = 0.002376523334532976
Step 440: Loss = 0.0023704692721366882
Step 441: Loss = 0.0023644277825951576
Step 442: Loss = 0.0023583974689245224
Step 443: Loss = 0.002352379262447357
Step 444: Loss = 0.0023463715333491564
Step 445: Loss = 0.002340375678613782
Step 446: Loss = 0.0023343900684267282
Step 447: Loss = 0.002328417496755719
Step 448: Loss = 0.0023224540054798126
Step 449: Loss = 0.0023165021557360888
Step 450: Loss = 0.002310561016201973
Step 451: Loss = 0.002304630819708109
Step 452: Loss = 0.0022987115662544966
Step 453: Loss = 0.0022928041871637106
Step 454: Loss = 0.002286904724314809
Step 455: Loss = 0.00228101690299809
Step 456: Loss = 0.002275139093399048
Step 457: Loss = 0.0022692724596709013
Step 458: Loss = 0.002263415139168501
Step 459: Loss = 0.0022575692273676395
Step 460: Loss = 0.0022517319303005934
Step 461: Loss = 0.002245904877781868
Step 462: Loss = 0.002240089001134038
Step 463: Loss = 0.002234281972050667
Step 464: Loss = 0.002228484721854329
Step 465: Loss = 0.002222697949036956
Step 466: Loss = 0.0022169197909533978
Step 467: Loss = 0.0022111532744020224
Step 468: Loss = 0.002205394208431244
Step 469: Loss = 0.00219964561983943
Step 470: Loss = 0.0021939061116427183
Step 471: Loss = 0.002188177080824971
Step 472: Loss = 0.0021824566647410393
Step 473: Loss = 0.002176746493205428
Step 474: Loss = 0.002171044936403632
Step 475: Loss = 0.0021653519943356514
Step 476: Loss = 0.002159670228138566
Step 477: Loss = 0.0021539966110140085
Step 478: Loss = 0.002148333005607128
Step 479: Loss = 0.0021426777821034193
Step 480: Loss = 0.002137032337486744
Step 481: Loss = 0.0021313955076038837
Step 482: Loss = 0.0021257682237774134
Step 483: Loss = 0.002120149787515402
Step 484: Loss = 0.002114539733156562
Step 485: Loss = 0.002108939690515399
Step 486: Loss = 0.002103349193930626
Step 487: Loss = 0.0020977670792490244
Step 488: Loss = 0.0020921926479786634
Step 489: Loss = 0.002086628694087267
Step 490: Loss = 0.002081074519082904
Step 491: Loss = 0.0020755280274897814
Step 492: Loss = 0.002069989452138543
Step 493: Loss = 0.0020644618198275566
Step 494: Loss = 0.0020589432679116726
Step 495: Loss = 0.002053432632237673
Step 496: Loss = 0.0020479317754507065
Step 497: Loss = 0.0020424388349056244
Step 498: Loss = 0.0020369552075862885
Step 499: Loss = 0.0020314811263233423
Step 500: Loss = 0.0020260156597942114
