/home/ouyangzl/.local/lib/python3.12/site-packages/torch/nn/modules/loss.py:610: UserWarning: Using a target size (torch.Size([1, 10, 16])) that is different to the input size (torch.Size([10, 16])). This will likely lead to incorrect results due to broadcasting. Please ensure they have the same size.
  return F.mse_loss(input, target, reduction=self.reduction)
Step 353: Loss = 0.004774483386427164
Step 354: Loss = 0.004765636753290892
Step 355: Loss = 0.00475682970136404
Step 356: Loss = 0.004748060833662748
Step 357: Loss = 0.004739326890558004
Step 358: Loss = 0.004730630200356245
Step 359: Loss = 0.004721967037767172
Step 360: Loss = 0.004713339265435934
Step 361: Loss = 0.004704745020717382
Step 362: Loss = 0.004696184303611517
Step 363: Loss = 0.004687651991844177
Step 364: Loss = 0.004679154139012098
Step 365: Loss = 0.004670684691518545
Step 366: Loss = 0.00466224504634738
Step 367: Loss = 0.004653834272176027
Step 368: Loss = 0.004645449575036764
Step 369: Loss = 0.004637094680219889
Step 370: Loss = 0.004628764931112528
Step 371: Loss = 0.004620460793375969
Step 372: Loss = 0.004612182267010212
Step 373: Loss = 0.004603926092386246
Step 374: Loss = 0.004595696460455656
Step 375: Loss = 0.0045874896459281445
Step 376: Loss = 0.004579303320497274
Step 377: Loss = 0.004571141209453344
Step 378: Loss = 0.004562997724860907
Step 379: Loss = 0.00455487659201026
Step 380: Loss = 0.004546775482594967
Step 381: Loss = 0.004538693930953741
Step 382: Loss = 0.004530631005764008
Step 383: Loss = 0.004522585775703192
Step 384: Loss = 0.004514558706432581
Step 385: Loss = 0.004506549332290888
Step 386: Loss = 0.004498555790632963
Step 387: Loss = 0.004490579012781382
Step 388: Loss = 0.004482618998736143
Step 389: Loss = 0.004474672954529524
Step 390: Loss = 0.0044667418114840984
Step 391: Loss = 0.004458824638277292
Step 392: Loss = 0.004450920969247818
Step 393: Loss = 0.00444303173571825
Step 394: Loss = 0.004435154143720865
Step 395: Loss = 0.0044272891245782375
Step 396: Loss = 0.004419437609612942
Step 397: Loss = 0.004411596804857254
Step 398: Loss = 0.0044037657789886
Step 399: Loss = 0.00439594779163599
Step 400: Loss = 0.004388138186186552
Step 401: Loss = 0.004380339290946722
Step 402: Loss = 0.004372549708932638
Step 403: Loss = 0.004364770371466875
Step 404: Loss = 0.004356998484581709
Step 405: Loss = 0.004349234979599714
Step 406: Loss = 0.004341479856520891
Step 407: Loss = 0.00433373311534524
Step 408: Loss = 0.004325993824750185
Step 409: Loss = 0.004318259656429291
Step 410: Loss = 0.004310534335672855
Step 411: Loss = 0.004302814602851868
Step 412: Loss = 0.004295100923627615
Step 413: Loss = 0.004287394229322672
Step 414: Loss = 0.004279691260308027
Step 415: Loss = 0.004271994344890118
Step 416: Loss = 0.004264302551746368
Step 417: Loss = 0.004256614483892918
Step 418: Loss = 0.004248931538313627
Step 419: Loss = 0.004241251852363348
Step 420: Loss = 0.004233576823025942
Step 421: Loss = 0.004225906450301409
Step 422: Loss = 0.004218237474560738
Step 423: Loss = 0.004210572224110365
Step 424: Loss = 0.004202909767627716
Step 425: Loss = 0.004195250570774078
Step 426: Loss = 0.0041875941678881645
Step 427: Loss = 0.004179939161986113
Step 428: Loss = 0.004172285553067923
Step 429: Loss = 0.004164633806794882
Step 430: Loss = 0.004156985320150852
Step 431: Loss = 0.004149335902184248
Step 432: Loss = 0.004141689278185368
Step 433: Loss = 0.0041340431198477745
Step 434: Loss = 0.004126398358494043
Step 435: Loss = 0.004118753131479025
Step 436: Loss = 0.00411111069843173
Step 437: Loss = 0.004103465471416712
Step 438: Loss = 0.004095822107046843
Step 439: Loss = 0.004088179208338261
Step 440: Loss = 0.004080535378307104
Step 441: Loss = 0.004072891548275948
Step 442: Loss = 0.004065246321260929
Step 443: Loss = 0.004057601094245911
Step 444: Loss = 0.004049955401569605
Step 445: Loss = 0.004042309708893299
Step 446: Loss = 0.0040346612222492695
Step 447: Loss = 0.004027014132589102
Step 448: Loss = 0.00401936424896121
Step 449: Loss = 0.004011712968349457
Step 450: Loss = 0.004004061222076416
Step 451: Loss = 0.003996408078819513
Step 452: Loss = 0.003988753072917461
Step 453: Loss = 0.003981095738708973
Step 454: Loss = 0.00397343747317791
Step 455: Loss = 0.003965777810662985
Step 456: Loss = 0.003958115819841623
Step 457: Loss = 0.0039504519663751125
Step 458: Loss = 0.003942785318940878
Step 459: Loss = 0.003935117740184069
Step 460: Loss = 0.003927446901798248
Step 461: Loss = 0.003919776063412428
Step 462: Loss = 0.003912101034075022
Step 463: Loss = 0.0039044253062456846
Step 464: Loss = 0.0038967460859566927
Step 465: Loss = 0.0038890650030225515
Step 466: Loss = 0.0038813806604593992
Step 467: Loss = 0.003873696317896247
Step 468: Loss = 0.003866006853058934
Step 469: Loss = 0.0038583173882216215
Step 470: Loss = 0.003850624430924654
Step 471: Loss = 0.0038429293781518936
Step 472: Loss = 0.0038352308329194784
Step 473: Loss = 0.0038275301922112703
Step 474: Loss = 0.003819827688857913
Step 475: Loss = 0.00381212355569005
Step 476: Loss = 0.003804414300248027
Step 477: Loss = 0.0037967057432979345
Step 478: Loss = 0.003788993926718831
Step 479: Loss = 0.0037812802474945784
Step 480: Loss = 0.0037735619116574526
Step 481: Loss = 0.0037658438086509705
Step 482: Loss = 0.0037581229116767645
Step 483: Loss = 0.0037503980565816164
Step 484: Loss = 0.0037426729686558247
Step 485: Loss = 0.0037349448539316654
Step 486: Loss = 0.0037272160407155752
Step 487: Loss = 0.003719482570886612
Step 488: Loss = 0.0037117486353963614
Step 489: Loss = 0.0037040121387690306
Step 490: Loss = 0.003696274710819125
Step 491: Loss = 0.003688536351546645
Step 492: Loss = 0.003680794034153223
Step 493: Loss = 0.00367305101826787
Step 494: Loss = 0.003665307303890586
Step 495: Loss = 0.003657560795545578
Step 496: Loss = 0.003649813821539283
Step 497: Loss = 0.0036420647520571947
Step 498: Loss = 0.0036343142855912447
Step 499: Loss = 0.0036265626549720764
Step 500: Loss = 0.003618811024352908
